"name","address","phone","email","schedule_link","imax_technology","latitude","longitude"
"Multikino Leszno","Al. Konstytucji 3 Maja 12, Leszno","+48 441 267 23 86","leszno@multikino.pl","https://multikino.pl/repertuar/leszno",0,"51.82578469999274","16.599972671117065"
"Multikino Lublin","Aleja Spółdzielności Pracy 36B, Lublin","+48 41 26 72 367","lublin@multikino.pl","https://multikino.pl/repertuar/lublin",0,"51.2672573356486","22.57132672028951"
"Multikino Łódź","Al. Piłsudskiego 5, Łódź","+48 41 267 23 72","lodz@multikino.pl","https://multikino.pl/repertuar/lodz",0,"51.759077915592414","19.4605384312662"
"Multikino Mielec","ul. Powstańców Warszawy 4, Mielec","+48 41 267 23 93","mielec@multikino.pl","https://multikino.pl/repertuar/mielec",0,"50.28837687056168","21.459415557570853"
"Multikino Olsztyn","ul. Tuwima 26, Olsztyn","+48 41 267 23 73","olsztyn@multikino.pl","https://multikino.pl/repertuar/olsztyn",0,"53.75394134133059","20.48488854232939"
"Multikino Poznań 51","ul. Królowej Jadwigi 51, Poznań","+48 54 23 03 633","poznan51@multikino.pl","https://multikino.pl/repertuar/poznan-multikino-51",0,"52.39943294951617","16.9290235"
"Multikino Poznań Stary Browar","ul. Półwiejska 42, Poznań","+48 41 267 23 74","starybrowar@multikino.pl","https://multikino.pl/repertuar/poznan-stary-browar",0,"52.40282079850625","16.924306400000766"
"Multikino Pruszków","ul. Sienkiewicza 19, Pruszków","+48 41 267 23 81","pruszkow@multikino.pl","https://multikino.pl/repertuar/pruszkow",0,"52.16516209877899","20.792842249143277"
"Multikino Radom","ul. Bolesława Chrobrego 1, Radom","+48 41 26 72 366","radom@multikino.pl","https://multikino.pl/repertuar/radom",0,"51.40534675915925","21.154300835394498"
"Multikino Rumia","ul. Sabata 1, Rumia","+48 41 267 23 75","rumia@multikino.pl","https://multikino.pl/repertuar/rumia",0,"54.563962191758044","18.39156155013186"
"Multikino Rybnik","ul. Bolesława Chrobrego 1, Rybnik","+48 41 267 23 76","rybnik@multikino.pl","https://multikino.pl/repertuar/rybnik",0,"50.09436359295983","18.543234599997355"
"Multikino Rzeszów","al. Kopisto 1, Rzeszów","+48 54 23 03 638","rzeszow@multikino.pl","https://multikino.pl/repertuar/rzeszow",0,"50.02756337293523","22.015870870290787"
"Multikino Słupsk","ul. Szczecińska 57, Słupsk","+48 41 267 23 77","slupsk@multikino.pl","https://multikino.pl/repertuar/slupsk",0,"54.45394326950538","16.9921056"
"Multikino Sopot","ul. Boh. Monte Cassino 63, Sopot","+48 54 23 03 639","sopot@multikino.pl","https://multikino.pl/repertuar/sopot",0,"54.445258125999736","18.567887107220983"
"Multikino Szczecin","al. Wyzwolenia 18-20, Szczecin","+48 41 267 23 78","szczecin@multikino.pl","https://multikino.pl/repertuar/szczecin",0,"53.43373952896621","14.555905286505915"
"Multikino Świdnica","ul. Westerplatte 29, Świdnica","+48 41 267 23 85","swidnica@multikino.pl","https://multikino.pl/repertuar/swidnica",0,"50.840749465335556","16.49749680191636"
"Multikino Świnoujście","ul. Jarosława Dąbrowskiego 5, Świnoujście","+48 41 267 23 88","swinoujscie@multikino.pl","https://multikino.pl/repertuar/swinoujscie",0,"53.909904345214635","14.246423303084335"
"Multikino Tarnów","ul. Krakowska 149/154, Tarnów","+48 41 267 23 92","tarnow@multikino.pl","https://multikino.pl/repertuar/tarnow",0,"50.00058262779079","20.957632135574404"
"Multikino Tychy City Point","al. Jana Pawła II 16/18, Tychy","+48 54 23 03 634","tychy@multikino.pl","https://multikino.pl/repertuar/tychy-city-point",0,"50.11162141987295","18.987986899996137"
"Multikino Tychy Gemini Park","ul. Towarowa 2C, Tychy","+48 519 520 934","TychyGemini@multikino.pl","https://multikino.pl/repertuar/tychy-gemini-park",0,"50.097030546010096","19.008535120444552"
"Multikino Warszawa Atrium Reduta","Aleje Jerozolimskie 148, Warszawa","+48 41 267 23 94","reduta@multikino.pl","https://multikino.pl/repertuar/warszawa-atrium-reduta",0,"52.213152989946884","20.951132945190448"
"Multikino Warszawa Atrium Targówek","ul. Głębocka 15, Warszawa","+48 41 26 72 362","targowek@multikino.pl","https://multikino.pl/repertuar/warszawa-atrium-targowek",0,"52.30239199922756","21.057580409359762"
"Multikino Warszawa Młociny","ul. Zgrupowania AK Kampinos 15, Warszawa","+48 41 26 72 382","mlociny@multikino.pl","https://multikino.pl/repertuar/warszawa-mlociny",0,"52.294780564143004","20.930933312063026"
"Multikino Warszawa Ursynów","al. Komisji Edukacji Narodowej 60, Warszawa","+48 54 23 03 632","ursynow@multikino.pl","https://multikino.pl/repertuar/warszawa-ursynow",0,"52.149623191615646","21.046763499998118"
"Multikino Warszawa Wola Park","ul. Górczewska 124, Warszawa","+48 41 267 23 79","wola@multikino.pl","https://multikino.pl/repertuar/warszawa-wola-park",0,"52.24172833679486","20.932905700000003"
"Multikino Warszawa Złote Tarasy","ul. Złota 59, Warszawa","+48 41 26 72 360","zlotetarasy@multikino.pl","https://multikino.pl/repertuar/warszawa-zlote-tarasy",0,"52.229383385715494","21.001904142329394"
"Multikino Włocławek","ul. Pułaskiego 10-12, Włocławek","+48 54 23 03 637","wloclawek@multikino.pl","https://multikino.pl/repertuar/wloclawek",0,"52.654720572926365","19.06085475767062"
"Multikino Wrocław Pasaż Grunwaldzki","pl. Grunwaldzki 22, Wrocław","+48 54 23 03 636","wroclawpasaz@multikino.pl","https://multikino.pl/repertuar/wroclaw-pasaz-grunwaldzki",0,"51.11267026133811","17.0592564"
"Multikino Zabrze","ul. Gdańska 18, Zabrze","+48 41 26 72 363","zabrze@multikino.pl","https://multikino.pl/repertuar/zabrze",0,"50.317292957203655","18.7767766672993"
"Multikino Zgorzelec","ul. Armii Krajowej 52a, Zgorzelec","+48 41 267 23 80","zgorzelec@multikino.pl","https://multikino.pl/repertuar/zgorzelec",0,"51.15295034642946","15.026851471164694"
